지역,보험명,담당부서명,담당자전화번호,계약자명,피보험자명,청구방법,홈페이지,보험료합계,보장시작,보장종료,보장항목,보장설명,보장금액(원),최종수정일
경기도 포천시,부천시 시민안전보험,재난안전과,032-625-4026,부천시,부천시에 주민등록을 둔 모든 시민 (등록 외국인 포함),"보험금 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 한국지방재정공제회(1577-5939)에 문의해 주세요.",https://www.lofa.or.kr,140472500,20250301,20260228,자연재난 사망,"자연재해(일사병, 열사병, 저체온증 포함)로 사망한 경우(만15세 미만자 제외)",2000,20250305
경기도 포천시,부천시 시민안전보험,재난안전과,032-625-4026,부천시,부천시에 주민등록을 둔 모든 시민 (등록 외국인 포함),"보험금 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 한국지방재정공제회(1577-5939)에 문의해 주세요.",https://www.lofa.or.kr,140472500,20250301,20260228,"화재,붕괴,폭발 사망","화재, 폭발, 붕괴로 사망한 경우(사망은 만15세 미만자 제외)",1500,20250305
경기도 포천시,부천시 시민안전보험,재난안전과,032-625-4026,부천시,부천시에 주민등록을 둔 모든 시민 (등록 외국인 포함),"보험금 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 한국지방재정공제회(1577-5939)에 문의해 주세요.",https://www.lofa.or.kr,140472500,20250301,20260228,"화재,붕괴,폭발 후유장해","화재, 폭발, 붕괴로 상해후유장해 3%~100% 발생시",1500,20250305
경기도 포천시,부천시 시민안전보험,재난안전과,032-625-4026,부천시,부천시에 주민등록을 둔 모든 시민 (등록 외국인 포함),"보험금 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 한국지방재정공제회(1577-5939)에 문의해 주세요.",https://www.lofa.or.kr,140472500,20250301,20260228,사회재난 사망,"사회재난으로 사망한 경우(만15세 미만자 제외, 감염병 제외)",2000,20250305
경기도 양평군,광명시 시민생활안전보험,안전총괄과,02-2680-0701,광명시,광명시에 주민등록을 둔 모든 시민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 컨소시엄(1522-3556)에 문의해 주세요.",https://www.gm.go.kr/pt/user/bbs/BD_selectBbsList.do?q_bbsCode=2454,60000000,20250206,20260205,"화재,붕괴,폭발 사망","광명시민이 폭발, 화재, 붕괴, 산사태 사고로 상해 사망한 경우(만15세미만자 제외)",1500,20250213
경기도 양평군,광명시 시민생활안전보험,안전총괄과,02-2680-0701,광명시,광명시에 주민등록을 둔 모든 시민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 컨소시엄(1522-3556)에 문의해 주세요.",https://www.gm.go.kr/pt/user/bbs/BD_selectBbsList.do?q_bbsCode=2454,60000000,20250206,20260205,"화재,붕괴,폭발 후유장해","광명시민이 폭발, 화재, 붕괴, 산사태 사고로 3%~100%의 상해후유장해가 발생한 경우",1500,20250213
경기도 양평군,광명시 시민생활안전보험,안전총괄과,02-2680-0701,광명시,광명시에 주민등록을 둔 모든 시민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 컨소시엄(1522-3556)에 문의해 주세요.",https://www.gm.go.kr/pt/user/bbs/BD_selectBbsList.do?q_bbsCode=2454,60000000,20250206,20260205,화상 진단위로금(수술비),광명시민이 상해로 화상을 입고 병원 또는 의원 등에서 수술을 받은 경우,50,20250213
경기도 양평군,광명시 시민생활안전보험,안전총괄과,02-2680-0701,광명시,광명시에 주민등록을 둔 모든 시민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 컨소시엄(1522-3556)에 문의해 주세요.",https://www.gm.go.kr/pt/user/bbs/BD_selectBbsList.do?q_bbsCode=2454,60000000,20250206,20260205,사회재난 사망,광명시민이 사회재난(감염병 제외)으로 인해 사망한 경우(만15세미만자 제외),1000,20250213
전라북도 전주시,25년 전주시 시민안전보험,재난안전과,063-281-2980,한국지방재정공제회,전주시에 주민등록을 두고있는 모든 시민(등록외국인 포함),"피해시민 및 법정상속인이 보험사에 직접 청구(한국지방재정공제회 1577-5939)
※사고발생일로부터 3년간",https://www.jeonju.go.kr/index.9is?contentUid=ff8080818990c349018b041abc0c3b71,495849000,20250110,20260109,자연재난 사망,"시민이 자연재해(일사병, 열사병, 저체온증 포함)로 사망한 경우(만15세미만자 제외)",3000,20250114
전라북도 전주시,25년 전주시 시민안전보험,재난안전과,063-281-2980,한국지방재정공제회,전주시에 주민등록을 두고있는 모든 시민(등록외국인 포함),"피해시민 및 법정상속인이 보험사에 직접 청구(한국지방재정공제회 1577-5939)
※사고발생일로부터 3년간",https://www.jeonju.go.kr/index.9is?contentUid=ff8080818990c349018b041abc0c3b71,495849000,20250110,20260109,"화재,붕괴,폭발 사망",시민이 폭발․ 화재․ 붕괴사태 사고로 상해 사망한 경우(만15세미만자 제외),3000,20250114
전라북도 전주시,25년 전주시 시민안전보험,재난안전과,063-281-2980,한국지방재정공제회,전주시에 주민등록을 두고있는 모든 시민(등록외국인 포함),"피해시민 및 법정상속인이 보험사에 직접 청구(한국지방재정공제회 1577-5939)
※사고발생일로부터 3년간",https://www.jeonju.go.kr/index.9is?contentUid=ff8080818990c349018b041abc0c3b71,495849000,20250110,20260109,"화재,붕괴,폭발 후유장해",시민이 폭발 ․ 화재․붕괴사태 사고로 3%~100%의 상해후유장해가 발생한 경우,3000,20250114
전라북도 전주시,25년 전주시 시민안전보험,재난안전과,063-281-2980,한국지방재정공제회,전주시에 주민등록을 두고있는 모든 시민(등록외국인 포함),"피해시민 및 법정상속인이 보험사에 직접 청구(한국지방재정공제회 1577-5939)
※사고발생일로부터 3년간",https://www.jeonju.go.kr/index.9is?contentUid=ff8080818990c349018b041abc0c3b71,495849000,20250110,20260109,화상 진단위로금(수술비),시민이 상해의 직접결과로써 화상분류표에서 정한 화상(심재성 2도 이상)을 입고 그 치료를 목적으로 수술을 받은 경우 ,50,20250114
전라북도 전주시,25년 전주시 시민안전보험,재난안전과,063-281-2980,한국지방재정공제회,전주시에 주민등록을 두고있는 모든 시민(등록외국인 포함),"피해시민 및 법정상속인이 보험사에 직접 청구(한국지방재정공제회 1577-5939)
※사고발생일로부터 3년간",https://www.jeonju.go.kr/index.9is?contentUid=ff8080818990c349018b041abc0c3b71,495849000,20250110,20260109,사회재난 사망,시민이 사회재난(재난상황으로 보고된 건에 한함)으로 사망한 경우(만15세미만자 제외),2000,20250114
전라북도 군산시,군산시 시민안전보험,안전총괄과,063-454-3843,군산시,군산시에 주민등록을 둔 모든 시민(등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 시민안전보험콜센터(1522-3556)에 문의해 주세요.",https://www.gunsan.go.kr/main/m2560,399522230,20250220,20260219,자연재난 사망,"군산시민이 자연재해(일사병, 열사병포함)로 인해 사망한 경우(만15세 미만자 제외)",2500,20250318
전라북도 군산시,군산시 시민안전보험,안전총괄과,063-454-3843,군산시,군산시에 주민등록을 둔 모든 시민(등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 시민안전보험콜센터(1522-3556)에 문의해 주세요.",https://www.gunsan.go.kr/main/m2560,399522230,20250220,20260219,자연재난 후유장해,"군산시민이 자연재해(일사병, 열사병포함)로 인한 사고로 3%~100%의 상해 후유장해가 발생한 경우",2500,20250318
전라북도 군산시,군산시 시민안전보험,안전총괄과,063-454-3843,군산시,군산시에 주민등록을 둔 모든 시민(등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 시민안전보험콜센터(1522-3556)에 문의해 주세요.",https://www.gunsan.go.kr/main/m2560,399522230,20250220,20260219,"화재,붕괴,폭발 사망","군산시민이 폭발,화재,붕괴,산사태,감전사고로 상해 사망한 경우 (만15세미만자 제외)",2500,20250318
전라북도 군산시,군산시 시민안전보험,안전총괄과,063-454-3843,군산시,군산시에 주민등록을 둔 모든 시민(등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 시민안전보험콜센터(1522-3556)에 문의해 주세요.",https://www.gunsan.go.kr/main/m2560,399522230,20250220,20260219,"화재,붕괴,폭발 후유장해","군산시민이 폭발,화재,붕괴,산사태,감전사고로 3%~100%의 상해 후유장해가 발생한 경우",2500,20250318
전라북도 군산시,군산시 시민안전보험,안전총괄과,063-454-3843,군산시,군산시에 주민등록을 둔 모든 시민(등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 시민안전보험콜센터(1522-3556)에 문의해 주세요.",https://www.gunsan.go.kr/main/m2560,399522230,20250220,20260219,사회재난 사망,군산시민이 사회재난(감염병 제외)으로 인하여사망한 경우 (만15세 미만자 제외),1500,20250318
전라북도 군산시,군산시 시민안전보험,안전총괄과,063-454-3843,군산시,군산시에 주민등록을 둔 모든 시민(등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 시민안전보험콜센터(1522-3556)에 문의해 주세요.",https://www.gunsan.go.kr/main/m2560,399522230,20250220,20260219,사회재난 후유장해,군산시민이 사회재난(감염병 제외)으로 인하여 후유장해가 발생한 경우,500,20250318
전라북도 익산시,익산시 시민안전보험,시민안전과,063-859-5405,익산시,익산시에 주민등록을 둔 모든 시민(등록외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 DB손해보험 (1522-3556)에 문의해 주세요.",https://www.iksan.go.kr/index.iksan?menuCd=DOM_000002004006009000,185317540,20250301,20260228,자연재난 사망,"자연재해(일사병, 열사병포함)로 사망한 경우(단, 15세 미만자 제외)",2500,20250304
전라북도 익산시,익산시 시민안전보험,시민안전과,063-859-5405,익산시,익산시에 주민등록을 둔 모든 시민(등록외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 DB손해보험 (1522-3556)에 문의해 주세요.",https://www.iksan.go.kr/index.iksan?menuCd=DOM_000002004006009000,185317540,20250301,20260228,자연재난 후유장해,"자연재해(일사병, 열사병포함)로 인한 사고로 3%~100%의 상해 후유장해가 발생한 경우",500,20250304
전라북도 익산시,익산시 시민안전보험,시민안전과,063-859-5405,익산시,익산시에 주민등록을 둔 모든 시민(등록외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 DB손해보험 (1522-3556)에 문의해 주세요.",https://www.iksan.go.kr/index.iksan?menuCd=DOM_000002004006009000,185317540,20250301,20260228,"화재,붕괴,폭발 사망","폭발,화재,붕괴,산사태,감전 사고로 상해 사망한 경우(만15세미만자 제외)",2500,20250304
전라북도 익산시,익산시 시민안전보험,시민안전과,063-859-5405,익산시,익산시에 주민등록을 둔 모든 시민(등록외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 DB손해보험 (1522-3556)에 문의해 주세요.",https://www.iksan.go.kr/index.iksan?menuCd=DOM_000002004006009000,185317540,20250301,20260228,"화재,붕괴,폭발 후유장해","폭발,화재,붕괴,산사태,감전 사고로 3%~100%의 상해 후유장해가 발생한 경우",2500,20250304
전라북도 익산시,익산시 시민안전보험,시민안전과,063-859-5405,익산시,익산시에 주민등록을 둔 모든 시민(등록외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 DB손해보험 (1522-3556)에 문의해 주세요.",https://www.iksan.go.kr/index.iksan?menuCd=DOM_000002004006009000,185317540,20250301,20260228,사회재난 사망,익산시민이 사회재난(감염병 제외)으로 인하여 사망한 경우(만15세 미만자 제외),1500,20250304
전라북도 익산시,익산시 시민안전보험,시민안전과,063-859-5405,익산시,익산시에 주민등록을 둔 모든 시민(등록외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 DB손해보험 (1522-3556)에 문의해 주세요.",https://www.iksan.go.kr/index.iksan?menuCd=DOM_000002004006009000,185317540,20250301,20260228,사회재난 후유장해,익산시민이 사회재난(감염병 제외)으로 인하여 3%~100%의 상해 후유장해가 발생 한 경우,500,20250304
전라북도 정읍시,정읍시 시민안전보험,재난안전과,063-539-5984,정읍시,정읍시에 주민등록을 둔 모든 시민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 통합콜센터에 문의해 주세요.",https://www.jeongeup.go.kr/index.jeongeup?menuCd=DOM_000000103015006000,84191510,20250101,20251231,자연재난 사망,"자연재해(일사병, 열사병 포함)로 인해 사망한 경우",2000,20250620
전라북도 정읍시,정읍시 시민안전보험,재난안전과,063-539-5984,정읍시,정읍시에 주민등록을 둔 모든 시민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 통합콜센터에 문의해 주세요.",https://www.jeongeup.go.kr/index.jeongeup?menuCd=DOM_000000103015006000,84191510,20250101,20251231,사회재난 사망,보험기간중 『재난 및 안전관리기본법』 에서 정한 사회재난으로 사망시(감염병제외)(만15세 미만자 제외),2000,20250620
전라북도 남원시,남원시 시민안전보험,안전재난과,063-620-6955,전북특별자치도 남원시,남원시민,"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
",https://www.namwon.go.kr/board/post/view.do?menuUid=ff8080818e3beff0018e4075e410006e&boardUid=ff8080818ea1b850018ea1e3e9ad0081&postUid=9be51b0e945d58f10194671690b5058f,254627710,20250108,20260107,자연재난 사망,,3000,20250123
전라북도 남원시,남원시 시민안전보험,안전재난과,063-620-6955,전북특별자치도 남원시,남원시민,"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
",https://www.namwon.go.kr/board/post/view.do?menuUid=ff8080818e3beff0018e4075e410006e&boardUid=ff8080818ea1b850018ea1e3e9ad0081&postUid=9be51b0e945d58f10194671690b5058f,254627710,20250108,20260107,자연재난 후유장해,,3000,20250123
전라북도 남원시,남원시 시민안전보험,안전재난과,063-620-6955,전북특별자치도 남원시,남원시민,"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
",https://www.namwon.go.kr/board/post/view.do?menuUid=ff8080818e3beff0018e4075e410006e&boardUid=ff8080818ea1b850018ea1e3e9ad0081&postUid=9be51b0e945d58f10194671690b5058f,254627710,20250108,20260107,"화재,붕괴,폭발 사망",,3000,20250123
전라북도 남원시,남원시 시민안전보험,안전재난과,063-620-6955,전북특별자치도 남원시,남원시민,"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
",https://www.namwon.go.kr/board/post/view.do?menuUid=ff8080818e3beff0018e4075e410006e&boardUid=ff8080818ea1b850018ea1e3e9ad0081&postUid=9be51b0e945d58f10194671690b5058f,254627710,20250108,20260107,"화재,붕괴,폭발 후유장해",,3000,20250123
전라북도 남원시,남원시 시민안전보험,안전재난과,063-620-6955,전북특별자치도 남원시,남원시민,"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
",https://www.namwon.go.kr/board/post/view.do?menuUid=ff8080818e3beff0018e4075e410006e&boardUid=ff8080818ea1b850018ea1e3e9ad0081&postUid=9be51b0e945d58f10194671690b5058f,254627710,20250108,20260107,화상 진단위로금(수술비),,100,20250123
전라북도 남원시,남원시 시민안전보험,안전재난과,063-620-6955,전북특별자치도 남원시,남원시민,"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
",https://www.namwon.go.kr/board/post/view.do?menuUid=ff8080818e3beff0018e4075e410006e&boardUid=ff8080818ea1b850018ea1e3e9ad0081&postUid=9be51b0e945d58f10194671690b5058f,254627710,20250108,20260107,사회재난 사망,,1000,20250123
전라북도 김제시,김제시 시민안전보험,안전재난과,063-540-3427,김제시장,김제시민,보험보장 내용에 명시된 청구사유 발생시 사고일로부터 3년 이내 피보험자 또는 법정 상속인이 관련 증빙서류와 함께 청구서를 보험사에 제출,https://www.gimje.go.kr,99282310,20250311,20260310,자연재난 사망,"김제시민이 자연재해 (일사병, 열사병 포함)로 인해 사망한 경우(만15세 미만자 제외)",3000,20250410
전라북도 김제시,김제시 시민안전보험,안전재난과,063-540-3427,김제시장,김제시민,보험보장 내용에 명시된 청구사유 발생시 사고일로부터 3년 이내 피보험자 또는 법정 상속인이 관련 증빙서류와 함께 청구서를 보험사에 제출,https://www.gimje.go.kr,99282310,20250311,20260310,"화재,붕괴,폭발 사망","김제시민이 폭발, 화재, 붕괴, 산사태로 인한 상해로 사망한 경우(만15세 미만자 제외)",2500,20250410
전라북도 김제시,김제시 시민안전보험,안전재난과,063-540-3427,김제시장,김제시민,보험보장 내용에 명시된 청구사유 발생시 사고일로부터 3년 이내 피보험자 또는 법정 상속인이 관련 증빙서류와 함께 청구서를 보험사에 제출,https://www.gimje.go.kr,99282310,20250311,20260310,"화재,붕괴,폭발 후유장해","김제시민이 폭발, 화재, 붕괴, 산사태로 인한 상해로 3%~100% 의 후유장해가 발생한 경우",2500,20250410
전라북도 김제시,김제시 시민안전보험,안전재난과,063-540-3427,김제시장,김제시민,보험보장 내용에 명시된 청구사유 발생시 사고일로부터 3년 이내 피보험자 또는 법정 상속인이 관련 증빙서류와 함께 청구서를 보험사에 제출,https://www.gimje.go.kr,99282310,20250311,20260310,사회재난 사망,김제시민이 재난안전법 시행규칙 제5조에 의해 보고된 사회재난으로 사망한 경우(만15세 미만자 제외),2000,20250410
전라북도 완주군,2025년 완주군 군민안전보험,재난안전과,063-290-2907,완주군,완주군에 주민등록을 둔 모든 군민,청구사유 발생 시 보험사에 청구 신청,https://www.wanju.go.kr/index.9is?contentUid=ff8080818b024d8e018b274f7a982ce3,74640000,20250301,20260228,자연재난 사망,"완주군민이 자연재해(일사병, 열사병 포함)로 인한 사망한 경우",2500,20250512
전라북도 완주군,2025년 완주군 군민안전보험,재난안전과,063-290-2907,완주군,완주군에 주민등록을 둔 모든 군민,청구사유 발생 시 보험사에 청구 신청,https://www.wanju.go.kr/index.9is?contentUid=ff8080818b024d8e018b274f7a982ce3,74640000,20250301,20260228,"화재,붕괴,폭발 사망","완주군민이 폭발, 화재, 붕괴, 산사태 사고로  상해 사망한 경우",2500,20250512
전라북도 완주군,2025년 완주군 군민안전보험,재난안전과,063-290-2907,완주군,완주군에 주민등록을 둔 모든 군민,청구사유 발생 시 보험사에 청구 신청,https://www.wanju.go.kr/index.9is?contentUid=ff8080818b024d8e018b274f7a982ce3,74640000,20250301,20260228,"화재,붕괴,폭발 후유장해","완주군민이 폭발, 화재, 붕괴, 산사태 사고로  상해 후유장해가 발생한 경우",2500,20250512
전라북도 완주군,2025년 완주군 군민안전보험,재난안전과,063-290-2907,완주군,완주군에 주민등록을 둔 모든 군민,청구사유 발생 시 보험사에 청구 신청,https://www.wanju.go.kr/index.9is?contentUid=ff8080818b024d8e018b274f7a982ce3,74640000,20250301,20260228,화상 진단위로금(수술비),완주군민이 화상을 입고 병원 또는 의원 등에서 수술을 받은 경우,100,20250512
전라북도 완주군,2025년 완주군 군민안전보험,재난안전과,063-290-2907,완주군,완주군에 주민등록을 둔 모든 군민,청구사유 발생 시 보험사에 청구 신청,https://www.wanju.go.kr/index.9is?contentUid=ff8080818b024d8e018b274f7a982ce3,74640000,20250301,20260228,사회재난 사망,완주군민이 사회재난으로 인하여 사망한 경우 (만15세 미만제 제외),2000,20250512
전라북도 진안군,진안군민안전보험,안전재난과,063-430-2483,진안군 ,진안군에 주민등록을 둔 모든 군민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 보험사에 문의해 주세요.",https://www.jinan.go.kr/board/view.jinan?boardid=BBS_0000268&menuCd=DOM_000000107001001000&command=update&dataSid=150295,53987250,20250101,20251231,자연재난 사망,"자연재해(일사병, 열사병, 저체온증 포함)로 사망한 경우",3000,20250307
전라북도 진안군,진안군민안전보험,안전재난과,063-430-2483,진안군 ,진안군에 주민등록을 둔 모든 군민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 보험사에 문의해 주세요.",https://www.jinan.go.kr/board/view.jinan?boardid=BBS_0000268&menuCd=DOM_000000107001001000&command=update&dataSid=150295,53987250,20250101,20251231,자연재난 후유장해,"일사병,열사병 저체온증포함 으로 3~100%의 상해 후유장해가 발생한 경우 ",1000,20250307
전라북도 진안군,진안군민안전보험,안전재난과,063-430-2483,진안군 ,진안군에 주민등록을 둔 모든 군민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 보험사에 문의해 주세요.",https://www.jinan.go.kr/board/view.jinan?boardid=BBS_0000268&menuCd=DOM_000000107001001000&command=update&dataSid=150295,53987250,20250101,20251231,"화재,붕괴,폭발 사망","폭발, 화재, 붕괴, 산사태 사고로 상해 사망한 경우(만15세미만자 제외)",3000,20250307
전라북도 진안군,진안군민안전보험,안전재난과,063-430-2483,진안군 ,진안군에 주민등록을 둔 모든 군민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 보험사에 문의해 주세요.",https://www.jinan.go.kr/board/view.jinan?boardid=BBS_0000268&menuCd=DOM_000000107001001000&command=update&dataSid=150295,53987250,20250101,20251231,"화재,붕괴,폭발 후유장해","폭발, 화재, 붕괴, 산사태 사고로 3%~100%의 상해 후유장해가 발생한 경우",3000,20250307
전라북도 진안군,진안군민안전보험,안전재난과,063-430-2483,진안군 ,진안군에 주민등록을 둔 모든 군민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 보험사에 문의해 주세요.",https://www.jinan.go.kr/board/view.jinan?boardid=BBS_0000268&menuCd=DOM_000000107001001000&command=update&dataSid=150295,53987250,20250101,20251231,사회재난 사망,사회재난(감염병제외)으로 사망한 경우 (만15세미만자제외),2000,20250307
전라북도 진안군,진안군민안전보험,안전재난과,063-430-2483,진안군 ,진안군에 주민등록을 둔 모든 군민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 보험사에 문의해 주세요.",https://www.jinan.go.kr/board/view.jinan?boardid=BBS_0000268&menuCd=DOM_000000107001001000&command=update&dataSid=150295,53987250,20250101,20251231,사회재난 후유장해,사회재난 (재난상황에 보고된건) 3~100%의 상해 후유장해가 발생한 경우 ,1000,20250307
