지점,지점명,일시,평균기온(°C),강수 계속시간(hr),평균 이슬점온도(°C),평균 상대습도(%),일 최심적설(cm)
216,태백,2025-06-08,21.2,,14.3,66.9,
216,태백,2025-06-09,21.7,,13.4,63.6,
216,태백,2025-06-10,22.1,,12.1,54.9,
216,태백,2025-06-11,19.7,,8.5,50.9,
216,태백,2025-06-12,19.6,,11.2,61.8,
216,태백,2025-06-13,19.4,,11.4,65.5,
216,태백,2025-06-14,21,,17.4,81.8,
216,태백,2025-06-15,23.5,,17.6,71.8,
216,태백,2025-06-16,22.1,,17.3,75,
217,정선군,2023-01-01,0.1,,-13.3,37,7
217,정선군,2023-01-02,-6.7,,-16.8,48,5.7
217,정선군,2023-01-03,-7.6,,-17.5,50,5.8
217,정선군,2023-01-04,-6.5,,-18.5,44,5.7
217,정선군,2023-01-05,-5.7,,-13.5,58.5,
217,정선군,2023-01-06,-4.7,,-11.1,63.6,
217,정선군,2023-01-07,-1.9,,-6.5,71.8,
217,정선군,2023-01-08,-3.9,,-9.3,68.1,
217,정선군,2023-01-09,1,,-6.4,60.8,
217,정선군,2023-01-10,-1.8,,-8.7,63.1,
217,정선군,2023-01-11,-0.4,,-9.3,56.5,
217,정선군,2023-01-12,-0.6,,-9.1,58,
217,정선군,2023-01-13,1.7,,-0.8,83.8,
217,정선군,2023-01-14,4.1,,-0.6,72.1,
217,정선군,2023-01-15,0.4,,-2.9,78.4,
217,정선군,2023-01-16,-3.9,,-9.2,66.8,
217,정선군,2023-01-17,-5.4,,-11.7,62.4,
217,정선군,2023-01-18,-4.1,,-10.3,63.4,
217,정선군,2023-01-19,-4.7,,-10.8,64.1,
217,정선군,2023-01-20,-3,,-18,34.9,
217,정선군,2023-01-21,-8.3,,-17.3,52.5,
217,정선군,2023-01-22,-4,,-12.1,55.5,
217,정선군,2023-01-23,-1.4,,-11.1,52,
217,정선군,2023-01-24,-12.6,,-27.5,28.5,
217,정선군,2023-01-25,-14.1,,-25.9,39.9,
217,정선군,2023-01-26,-7.8,,-13.9,61.4,
217,정선군,2023-01-27,-8.5,,-18.1,49.9,
217,정선군,2023-01-28,-7.5,,-21.1,34.5,
217,정선군,2023-01-29,-4,,-12.1,55.4,
217,정선군,2023-01-30,-4.2,,-15.2,46.3,
217,정선군,2023-01-31,-1.5,,-11.6,50.4,
217,정선군,2023-02-01,1.6,,-12,39,
217,정선군,2023-02-02,-4,,-13.8,49.1,
217,정선군,2023-02-03,-2.6,,-15.7,40.1,
217,정선군,2023-02-04,-3.8,,-15.8,43.6,
217,정선군,2023-02-05,-3,,-12.8,51.8,
217,정선군,2023-02-06,-1.2,,-12,53.1,
217,정선군,2023-02-07,0.3,,-9.1,53.8,
217,정선군,2023-02-08,-0.2,,-10.2,53.9,
217,정선군,2023-02-09,0.2,,-8.5,54.8,
217,정선군,2023-02-10,0.7,,-2.4,80.1,
217,정선군,2023-02-11,0.4,,-5,70.5,
217,정선군,2023-02-12,1.4,,-5.4,63.5,
217,정선군,2023-02-13,2.7,,-3.8,62.3,
217,정선군,2023-02-14,0.2,,-7.2,59.3,
217,정선군,2023-02-15,-0.3,,-8.2,56.1,
217,정선군,2023-02-16,-0.9,,-7.2,63.4,
217,정선군,2023-02-17,0.2,,-8.6,56.8,
217,정선군,2023-02-18,3.3,,-7.5,47,
217,정선군,2023-02-19,3.6,,-10.8,35.4,
217,정선군,2023-02-20,-1.3,,-19.7,27.4,
217,정선군,2023-02-21,-3.2,,-18.7,36.6,
217,정선군,2023-02-22,0,,-12.1,44.4,
217,정선군,2023-02-23,3.1,,-9.9,41.3,
217,정선군,2023-02-24,1.4,,-9.2,50.9,
217,정선군,2023-02-25,0.4,,-11,46.5,
217,정선군,2023-02-26,0,,-13.1,45,
217,정선군,2023-02-27,2.5,,-15.5,37.3,
217,정선군,2023-02-28,4,,-13.2,36.6,
217,정선군,2023-03-01,5.2,,-6.9,43.4,
217,정선군,2023-03-02,1.5,,-19.1,22.9,
217,정선군,2023-03-03,2.9,,-11,38.3,
217,정선군,2023-03-04,4.2,,-7.2,49.9,
217,정선군,2023-03-05,4.5,,-6.9,49,
217,정선군,2023-03-06,5.4,,-11.5,40.8,
217,정선군,2023-03-07,8.5,,-3.5,46,
217,정선군,2023-03-08,10.3,,-4.9,40.1,
217,정선군,2023-03-09,9.4,,-2.3,47.8,
217,정선군,2023-03-10,10.6,,-9.5,37,
217,정선군,2023-03-11,12,,-7.6,36.5,
217,정선군,2023-03-12,5,,-3.8,53.9,
217,정선군,2023-03-13,1.9,,-21.2,18.4,
217,정선군,2023-03-14,5.3,,,,
217,정선군,2023-03-15,8.9,,,,
217,정선군,2023-03-16,5.6,,,,
217,정선군,2023-03-17,6.6,,,,
217,정선군,2023-03-18,9.6,,-4.7,40.8,
217,정선군,2023-03-19,7.9,,-3.3,49.8,
217,정선군,2023-03-20,8.2,,-4.8,46.6,
217,정선군,2023-03-21,10.1,,-3.4,44.3,
217,정선군,2023-03-22,13.8,,3,52.4,
217,정선군,2023-03-23,11.1,,8.4,84.5,
217,정선군,2023-03-24,7,,2.8,75.1,
217,정선군,2023-03-25,7.7,,2.9,72.4,
217,정선군,2023-03-26,7.9,,1.1,67,
217,정선군,2023-03-27,5.2,,-6.3,51.1,
217,정선군,2023-03-28,6.7,,-4.8,48.6,
217,정선군,2023-03-29,9.1,,-3.4,48.1,
217,정선군,2023-03-30,10.9,,-5.7,38.3,
217,정선군,2023-03-31,12,,-2,43.3,
217,정선군,2023-04-01,12.3,,-1.9,44.5,
217,정선군,2023-04-02,10.8,,-2.7,43.9,
217,정선군,2023-04-03,11.7,,-2.7,42.4,
217,정선군,2023-04-04,13.5,,-0.3,45.6,
217,정선군,2023-04-05,12,,10,88.3,
217,정선군,2023-04-06,8.3,,5.6,83.3,
217,정선군,2023-04-07,8.4,,-1.3,54.9,
217,정선군,2023-04-08,6.6,,-8.3,36.4,
217,정선군,2023-04-09,9.4,,-5.2,41.1,
217,정선군,2023-04-10,12.2,,-4.1,35.9,
217,정선군,2023-04-11,13.3,,5.1,59.4,
217,정선군,2023-04-12,9.1,,-10.3,27.6,
217,정선군,2023-04-13,9.7,,-6.2,39.1,
217,정선군,2023-04-14,13.3,,-3.7,37.3,
217,정선군,2023-04-15,9.7,,3.4,67.9,
217,정선군,2023-04-16,8.1,,2.4,72.5,
217,정선군,2023-04-17,9.4,,1.4,62.3,
217,정선군,2023-04-18,9.7,,7.7,88,
217,정선군,2023-04-19,16.6,,7.2,60.8,
217,정선군,2023-04-20,17.9,,11.7,68.5,
217,정선군,2023-04-21,12.5,,1.5,50.9,
217,정선군,2023-04-22,10.9,,-2.7,43.8,
217,정선군,2023-04-23,10.4,,0.8,56.3,
217,정선군,2023-04-24,11.6,,2.4,55.6,
217,정선군,2023-04-25,6.5,,3.3,80.6,
217,정선군,2023-04-26,7.6,,1.8,68.6,
217,정선군,2023-04-27,10.5,,0.1,56.8,
217,정선군,2023-04-28,14.5,,1.4,48.6,
217,정선군,2023-04-29,12.9,,8.8,77.4,
217,정선군,2023-04-30,12.6,,1.6,49.6,
217,정선군,2023-05-01,11.6,,2.2,58.5,
217,정선군,2023-05-02,13.3,,1.3,51.4,
217,정선군,2023-05-03,16.8,,3.1,46,
217,정선군,2023-05-04,17.6,,9.4,61,
217,정선군,2023-05-05,16.1,,14.9,92.9,
217,정선군,2023-05-06,9.4,,6.3,81.5,
217,정선군,2023-05-07,9.3,,2.3,63,
217,정선군,2023-05-08,12,,2.9,61.4,
217,정선군,2023-05-09,14.5,,4.8,60.4,
217,정선군,2023-05-10,15,,3.8,55.5,
217,정선군,2023-05-11,16.1,,7,61.3,
217,정선군,2023-05-12,16.3,,7.4,60.1,
217,정선군,2023-05-13,15.6,,8.5,68.4,
217,정선군,2023-05-14,15.8,,8.5,66.5,
217,정선군,2023-05-15,16.9,,7.2,59.8,
217,정선군,2023-05-16,20.3,,11.1,60.3,
217,정선군,2023-05-17,20.5,,8.5,52.1,
217,정선군,2023-05-18,16.2,,12.9,81.9,
217,정선군,2023-05-19,16.6,,11.3,71.9,
217,정선군,2023-05-20,19.5,,11.6,63.9,
217,정선군,2023-05-21,18.8,,9,55.1,
217,정선군,2023-05-22,16.2,,6.6,56.5,
217,정선군,2023-05-23,13.6,,7.5,72.3,
217,정선군,2023-05-24,16,,7.1,59.6,
217,정선군,2023-05-25,19,,8.1,53.4,
217,정선군,2023-05-26,20.4,,9.4,51.4,
217,정선군,2023-05-27,17.8,,14.5,81.9,
217,정선군,2023-05-28,18.1,,17,93.5,
217,정선군,2023-05-29,19.5,,17.1,87,
217,정선군,2023-05-30,18.7,,12.9,71,
217,정선군,2023-05-31,18.4,,10.6,64,
217,정선군,2023-06-01,19.6,,13.7,71,
217,정선군,2023-06-02,20.8,,12.9,63.9,
217,정선군,2023-06-03,20,,9,55.4,
217,정선군,2023-06-04,19.2,,9.1,56.3,
217,정선군,2023-06-05,19.6,,10.9,59.9,
217,정선군,2023-06-06,20.1,,12,62.6,
217,정선군,2023-06-07,20.2,,14.5,71.9,
217,정선군,2023-06-08,22,,13.8,64.5,
217,정선군,2023-06-09,20.3,,11.5,62.3,
217,정선군,2023-06-10,19.8,,13.4,70,
217,정선군,2023-06-11,19.7,,15.7,80.1,
217,정선군,2023-06-12,20.7,,14.5,71.9,
217,정선군,2023-06-13,20.5,,14.4,70.4,
217,정선군,2023-06-14,19.1,,14,73.8,
217,정선군,2023-06-15,18.5,,15,81.8,
217,정선군,2023-06-16,22.4,,17,74.3,
217,정선군,2023-06-17,24.1,,16.5,67.4,
217,정선군,2023-06-18,24.1,,16.9,67.5,
217,정선군,2023-06-19,24.2,,16.5,64.8,
217,정선군,2023-06-20,21.5,,15.2,68.9,
217,정선군,2023-06-21,19.3,,17.8,90.9,
217,정선군,2023-06-22,20.8,,16.6,78.8,
217,정선군,2023-06-23,22.3,,15.9,69,
217,정선군,2023-06-24,23.1,,16.3,68.8,
217,정선군,2023-06-25,24.7,,18.7,71.6,
217,정선군,2023-06-26,20.8,,19.4,91.8,
217,정선군,2023-06-27,24.5,,19.1,72.9,
217,정선군,2023-07-01,26,,20.4,74.6,
217,정선군,2023-07-02,25.9,,21.6,79.1,
217,정선군,2023-07-04,25,,20.7,78.9,
217,정선군,2023-07-05,24.4,,19,73.8,
217,정선군,2023-07-06,25.5,,19.2,70.5,
217,정선군,2023-07-07,21.8,,17.8,78.9,
217,정선군,2023-07-08,23.4,,18.7,76.3,
217,정선군,2023-07-09,23.3,,20.4,84.6,
217,정선군,2023-07-10,25.7,,20.7,75.6,
217,정선군,2023-07-11,22.1,,19.8,87.3,
217,정선군,2023-07-12,24.8,,21,81.5,
217,정선군,2023-07-13,23.4,,21.9,91.9,
217,정선군,2023-07-14,23.6,,22.2,92.5,
217,정선군,2023-07-15,22.6,,21.1,91.6,
217,정선군,2023-07-16,23.9,,20.3,81.3,
217,정선군,2023-07-17,24.9,,22.2,85.8,
217,정선군,2023-07-18,22.6,,21.2,92.4,
217,정선군,2023-07-19,25.2,,20.2,76.9,
217,정선군,2023-07-20,24.4,,20.5,81.1,
217,정선군,2023-07-21,24.9,,21.1,81.9,
217,정선군,2023-07-22,25.9,,20.3,73.1,
217,정선군,2023-07-23,25.2,,21.8,82.3,
217,정선군,2023-07-24,25.1,,22,84,
217,정선군,2023-07-25,25.4,,21.8,82,
217,정선군,2023-07-26,25.4,,21.6,81,
217,정선군,2023-07-27,27.2,,22.1,75.9,
217,정선군,2023-07-28,28.2,,22.2,73.3,
217,정선군,2023-07-29,27.8,,21.8,73.1,
217,정선군,2023-07-30,27.1,,21.6,74.9,
217,정선군,2023-07-31,27.3,,22.3,76,
217,정선군,2023-08-01,28,,22.1,72.6,
217,정선군,2023-08-02,28,,22.8,75.6,
217,정선군,2023-08-03,28,,21.3,70.1,
217,정선군,2023-08-04,27.4,,22.1,75,
217,정선군,2023-08-05,29.2,,22.3,69.9,
217,정선군,2023-08-06,28.2,,23,75.6,
217,정선군,2023-08-07,27,,21.7,74.3,
217,정선군,2023-08-08,25.8,,19.9,70.8,
217,정선군,2023-08-09,22.8,,19.2,81,
217,정선군,2023-08-10,21.4,,19.3,88.3,
217,정선군,2023-08-11,24.4,,20,78,
217,정선군,2023-08-12,23.6,,20.8,84.9,
217,정선군,2023-08-13,25.7,,21.3,78.3,
217,정선군,2023-08-14,26.1,,20.7,74.3,
217,정선군,2023-08-15,24.6,,19.2,73.6,
217,정선군,2023-08-16,25.5,,19.9,73.3,
217,정선군,2023-08-17,25.8,,21.1,76.5,
217,정선군,2023-08-18,27.3,,21.1,71.6,
217,정선군,2023-08-19,27.8,,23,77.1,
217,정선군,2023-08-20,26.4,,22.7,81,
217,정선군,2023-08-21,26.8,,22.5,79.4,
217,정선군,2023-08-22,27.2,,22.2,76.4,
217,정선군,2023-08-23,26,,21.2,76.9,
217,정선군,2023-08-24,22,,20.4,91.1,
217,정선군,2023-08-25,24.8,,20.4,78.6,
217,정선군,2023-08-26,24.3,,18.7,74.1,
217,정선군,2023-08-27,22.8,,17.8,74.9,
217,정선군,2023-08-28,22.5,,18.7,80,
217,정선군,2023-08-29,24.1,,21.6,86.8,
217,정선군,2023-08-30,21.6,,20,90.9,
217,정선군,2023-08-31,22.2,,18.1,79.8,
217,정선군,2023-09-01,22,,16.9,75.1,
217,정선군,2023-09-02,22,,17.2,76.4,
217,정선군,2023-09-03,23.8,,20.2,81.6,
217,정선군,2023-09-04,24.5,,19.9,77.3,
217,정선군,2023-09-05,24.3,,18.9,74.1,
217,정선군,2023-09-06,22.3,,17.2,74.9,
217,정선군,2023-09-07,20.8,,14.4,70.3,
217,정선군,2023-09-08,20.2,,14.9,74.6,
217,정선군,2023-09-09,20.8,,14.2,70.9,
217,정선군,2023-09-10,22.8,,15.8,69.3,
217,정선군,2023-09-11,23.8,,18.3,74.3,
217,정선군,2023-09-12,23.7,,18.3,74.4,
217,정선군,2023-09-13,20.1,,18.4,90,
217,정선군,2023-09-14,19.9,,17.5,86.9,
217,정선군,2023-09-15,20.6,,18.9,90.5,
217,정선군,2023-09-16,23,,20.6,87.6,
217,정선군,2023-09-17,23.8,,20.3,82.8,
217,정선군,2023-09-18,23.5,,19.6,80.6,
217,정선군,2023-09-19,22.6,,17.7,75.9,
217,정선군,2023-09-20,19,,17.2,89.5,
217,정선군,2023-09-21,16.8,,12.3,76.8,
217,정선군,2023-09-22,17.1,,11.9,75.3,
217,정선군,2023-09-23,17.4,,13.1,77.8,
217,정선군,2023-09-24,17,,11.3,72,
217,정선군,2023-09-25,18.9,,13.9,75.1,
217,정선군,2023-09-26,18.7,,17.2,91.5,
217,정선군,2023-09-27,19.8,,18.5,92.9,
217,정선군,2023-09-28,20.4,,16.2,79.4,
217,정선군,2023-09-29,18,,14.2,80.3,
217,정선군,2023-09-30,16.8,,13.1,80.1,
217,정선군,2023-10-01,15.1,,9.1,72.1,
217,정선군,2023-10-02,13.2,,8.1,75.8,
217,정선군,2023-10-03,11.8,,9.1,84.6,
217,정선군,2023-10-04,15.2,,9.5,71.4,
217,정선군,2023-10-05,12.2,,3.6,59.4,
217,정선군,2023-10-06,11,,5.3,73.1,
217,정선군,2023-10-07,12.7,,8.2,76.4,
217,정선군,2023-10-08,13,,8.9,77.9,
217,정선군,2023-10-09,13.9,,10.2,80.3,
217,정선군,2023-10-10,13.3,,9.1,78.5,
217,정선군,2023-10-11,13.3,,8.4,75.3,
217,정선군,2023-10-12,13.6,,9.3,78.3,
217,정선군,2023-10-13,14,,9.4,76.6,
217,정선군,2023-10-14,12.2,,8.6,80.9,
217,정선군,2023-10-15,12.5,,8,76.3,
217,정선군,2023-10-16,12.5,,7.3,74.1,
217,정선군,2023-10-17,9.5,,4,74.1,
217,정선군,2023-10-18,10.5,,4.3,71.4,
217,정선군,2023-10-19,10.7,,9.1,90.5,
217,정선군,2023-10-20,10.2,,-0.8,51,
217,정선군,2023-10-21,4.6,,-1,70.8,
217,정선군,2023-10-22,8.2,,0.8,66.5,
217,정선군,2023-10-23,9.4,,5.3,78.6,
217,정선군,2023-10-24,9.8,,5.7,78.6,
217,정선군,2023-10-25,11.2,,7.1,79.3,
217,정선군,2023-10-26,12.3,,8.4,79.3,
217,정선군,2023-10-27,9.8,,7.2,84.8,
217,정선군,2023-10-28,10.6,,6.3,77.1,
217,정선군,2023-10-29,9.7,,4.6,74.6,
217,정선군,2023-10-30,8.9,,4.4,77.3,
217,정선군,2023-10-31,9.9,,4.3,72.8,
217,정선군,2023-11-01,12.8,,9.6,81.8,
217,정선군,2023-11-02,16.8,,9.3,65.6,
217,정선군,2023-11-03,16.6,,9.7,65.8,
217,정선군,2023-11-04,14.8,,11.5,81,
217,정선군,2023-11-05,16.4,,12.7,79.9,
217,정선군,2023-11-06,13.7,,7.6,68.4,
217,정선군,2023-11-07,5.4,,-3.5,55.6,
217,정선군,2023-11-08,5,,-1.1,69.5,
217,정선군,2023-11-09,10,,4.9,72.6,
217,정선군,2023-11-10,7.1,,-4,49.5,
217,정선군,2023-11-11,1.1,,-6.9,58.1,
217,정선군,2023-11-12,-1.1,,-10.1,55,
217,정선군,2023-11-13,-0.9,,-10,54.8,
217,정선군,2023-11-14,0.4,,-7.2,60.1,
217,정선군,2023-11-15,1.6,,-4,69.5,
217,정선군,2023-11-16,1.9,,-0.9,82,
217,정선군,2023-11-17,2.1,,-7.2,51.8,
217,정선군,2023-11-18,-1.7,,-11.5,47.9,
217,정선군,2023-11-19,4.6,,-2.5,60.4,
217,정선군,2023-11-20,2.5,,-4.3,65.1,
217,정선군,2023-11-21,2.2,,-5.6,64,
217,정선군,2023-11-22,4.1,,-3.9,61.1,
217,정선군,2023-11-23,11.2,,-0.5,49.5,
217,정선군,2023-11-24,-1.5,,-15.2,35.1,
217,정선군,2023-11-25,-3.9,,-14.4,48.1,
217,정선군,2023-11-26,0.3,,-9.5,49.8,
217,정선군,2023-11-27,2.9,,-0.5,78.6,
217,정선군,2023-11-28,1.1,,-9.4,46,
217,정선군,2023-11-29,-0.8,1,-9.8,52,0.4
217,정선군,2023-11-30,-5.7,,-16.3,43.6,
217,정선군,2023-12-01,-4.8,,-15.8,44.5,
217,정선군,2023-12-02,-3.3,,-8.8,66,
217,정선군,2023-12-03,-0.9,,-10.5,51.3,
217,정선군,2023-12-04,-2.8,,-10.2,62.3,
217,정선군,2023-12-05,-1.5,,-7.2,69.3,
217,정선군,2023-12-06,0.7,,-3,77.5,
217,정선군,2023-12-07,2.9,,-6.8,51.3,
217,정선군,2023-12-08,6.6,,0.4,68.3,
217,정선군,2023-12-09,11,,5.3,69.9,
217,정선군,2023-12-10,8.1,,4.5,79.4,
217,정선군,2023-12-11,7.8,,4.6,80.6,
217,정선군,2023-12-12,2.7,,-1.2,76,
217,정선군,2023-12-13,3.5,,0,80.1,
217,정선군,2023-12-14,5.2,,3.1,86.1,
217,정선군,2023-12-15,1.8,,0.2,89.4,
217,정선군,2023-12-16,-4.2,,-10.9,62,
217,정선군,2023-12-17,-10.9,,-23.2,36.5,
217,정선군,2023-12-18,-9.9,,-18.5,51.4,
217,정선군,2023-12-19,-4.7,,-11.4,61.6,
217,정선군,2023-12-20,-7.2,,-15.5,52.5,
217,정선군,2023-12-21,-11.9,,-23.3,38.6,
217,정선군,2023-12-22,-12.5,,-23.1,41.6,
217,정선군,2023-12-23,-10.6,,-18.7,54.4,
217,정선군,2023-12-24,-7.2,,-12.1,69.3,
217,정선군,2023-12-25,-3.6,,-7.9,72.6,
217,정선군,2023-12-26,-1.1,,-7.4,64.5,
217,정선군,2023-12-27,-4,,-8.3,76,
217,정선군,2023-12-28,-3.1,,-8.5,69.9,
217,정선군,2023-12-29,-3.6,,-8,74.8,
217,정선군,2023-12-30,-4.2,,-5.9,87.8,
217,정선군,2023-12-31,0,,-1.3,90.3,
217,정선군,2024-01-01,0.6,,-1.8,84.1,
217,정선군,2024-01-02,1.8,,-3.9,66.3,
217,정선군,2024-01-03,-0.1,,-5.2,69.4,
217,정선군,2024-01-04,-1,,-7,65.4,
217,정선군,2024-01-05,3.2,,-2.3,67,
217,정선군,2024-01-06,-0.5,,-9.6,53.3,
217,정선군,2024-01-07,-5,,-17.3,39.8,
217,정선군,2024-01-08,-7.3,,-17.6,47.5,
217,정선군,2024-01-09,-2.1,,-6.4,73,
217,정선군,2024-01-10,-2.5,,-6.2,77.8,
217,정선군,2024-01-11,-1.3,,-7,66,
217,정선군,2024-01-12,1.2,,-11.9,40.8,
217,정선군,2024-01-13,-4,,-13,54.1,
217,정선군,2024-01-14,-3.3,,-7.2,78.1,
217,정선군,2024-01-15,-3.7,,-9.3,67.9,
217,정선군,2024-01-16,-5.4,,-11.5,67,
217,정선군,2024-01-17,-1.7,,-4.9,79.4,
217,정선군,2024-01-18,2.2,,-0.4,83.1,
217,정선군,2024-01-19,0.9,,-3.4,73,
217,정선군,2024-01-20,0.5,,-2.9,78.1,
217,정선군,2024-01-21,0.7,,-3,76.1,
217,정선군,2024-01-22,-7.3,,-15.1,54.4,
217,정선군,2024-01-23,-13.2,,-21.8,49.4,
217,정선군,2024-01-24,-11.9,,-21,48,
217,정선군,2024-01-25,-9.1,,-18.2,52.1,
217,정선군,2024-01-26,-5.9,,-14.5,54.4,
217,정선군,2024-01-27,-5,,-10.3,68.8,
217,정선군,2024-01-28,-3.4,,-10.6,61.8,
217,정선군,2024-01-29,-4.7,,-10.5,67.3,
217,정선군,2024-01-30,-3.8,,-10.7,65.3,
217,정선군,2024-01-31,-0.2,,-8,61.3,
217,정선군,2024-02-01,-2.8,,-6.9,74.1,
217,정선군,2024-02-02,-0.3,,-6.1,67.3,
217,정선군,2024-02-03,-0.5,,-4.7,75,
217,정선군,2024-02-04,1.5,,-3.1,72.8,
217,정선군,2024-02-05,-0.6,,-3.6,80.3,
217,정선군,2024-02-06,-1.3,,-4.7,77.6,
217,정선군,2024-02-07,-0.9,,-4.6,76.8,
217,정선군,2024-02-08,-2.1,,-6.5,73.6,
217,정선군,2024-02-09,-2.6,,-8.2,68,
217,정선군,2024-02-10,-3.3,,-8.1,71.4,
217,정선군,2024-02-11,-2.7,,-9.4,63.1,
217,정선군,2024-02-12,-0.8,,-9.1,59.3,
217,정선군,2024-02-13,5.5,,-1.8,61.8,
217,정선군,2024-02-14,9.3,,3.7,69.6,
217,정선군,2024-02-15,2.8,,0.2,83.3,
217,정선군,2024-02-16,-1.5,,-4.5,81.4,
217,정선군,2024-02-17,0.3,,-5.1,72.3,
217,정선군,2024-02-18,3.5,,-2.8,70.9,
217,정선군,2024-02-20,2.2,,-0.4,83,
217,정선군,2024-02-21,-0.1,,-2.4,84.3,
217,정선군,2024-02-22,-2.5,,-6.1,76.1,
217,정선군,2024-02-23,-2.3,,-7.5,67.8,
217,정선군,2024-02-24,-1.3,,-6.2,70.4,
217,정선군,2024-02-25,0.8,,-2.6,78.5,
217,정선군,2024-02-26,-0.9,,-5.2,74.1,
217,정선군,2024-02-27,-1.3,,-6.5,69.8,
217,정선군,2024-02-28,0.6,,-4.8,69.6,
217,정선군,2024-02-29,0.5,,-3.2,77.8,
217,정선군,2024-03-01,-3.5,,-19.5,29.1,
217,정선군,2024-03-02,-4.1,,-14.6,45.1,
217,정선군,2024-03-03,2.6,,-5,58.5,
217,정선군,2024-03-04,3.2,,-6.1,55.1,
217,정선군,2024-03-05,2.9,,-1.5,72.6,
217,정선군,2024-03-06,1.3,,-4.4,65.9,
217,정선군,2024-03-07,0.7,,-3.5,73.6,
217,정선군,2024-03-08,0.4,,-11.6,42,
217,정선군,2024-03-09,-1,,-11.4,50.5,
217,정선군,2024-03-10,0.9,,-9.8,51.4,
217,정선군,2024-03-11,2.5,,-8.2,51.1,
217,정선군,2024-03-12,0,,-4.3,73.9,
217,정선군,2024-03-13,3.4,,-7.1,53.8,
217,정선군,2024-03-14,4.8,,-6.2,50,
217,정선군,2024-03-15,8.1,,-5.8,41.3,
217,정선군,2024-03-16,10.1,,-3.7,42.8,
217,정선군,2024-03-17,9,,-3.4,44.1,
217,정선군,2024-03-18,5.1,,-10.7,37.6,
217,정선군,2024-03-19,3,,-5.5,58,
217,정선군,2024-03-20,1.3,,-6.2,60.3,
217,정선군,2024-03-21,1.4,,-7,58.5,
217,정선군,2024-03-22,6,,-1.6,63.8,
217,정선군,2024-03-23,12.4,,3.8,60.9,
217,정선군,2024-03-24,10.2,,-0.4,55,
217,정선군,2024-03-25,5.1,,1.4,77.9,
217,정선군,2024-03-26,2.5,,-0.5,81.5,
217,정선군,2024-03-27,7.1,,-0.2,65.6,
217,정선군,2024-03-28,7,,4.3,83.4,
217,정선군,2024-03-29,7.3,,0,61.5,
217,정선군,2024-03-30,8.4,,-3.4,49.5,
217,정선군,2024-03-31,9.9,,-3.9,45.9,
217,정선군,2024-04-01,9.8,,-4.5,43.9,
217,정선군,2024-04-02,12.5,,-1.6,45.5,
217,정선군,2024-04-03,9,,4.4,73.8,
217,정선군,2024-04-04,8.7,,-0.7,54.9,
217,정선군,2024-04-05,10,,0.8,57.6,
217,정선군,2024-04-06,11.6,,1.6,56.3,
217,정선군,2024-04-07,13.2,,0.8,49.8,
217,정선군,2024-04-08,14.9,,1.7,46.9,
217,정선군,2024-04-09,7.9,,-4.1,44.9,
217,정선군,2024-04-10,9.4,,-0.8,51.1,
217,정선군,2024-04-11,12.7,,4.4,59.6,
217,정선군,2024-04-12,15.1,,4.8,57.1,
217,정선군,2024-04-13,17.4,,4.7,51.3,
217,정선군,2024-04-14,19,,3.7,44.8,
217,정선군,2024-04-15,14.2,,9.1,72.9,
217,정선군,2024-04-16,13.9,,6.8,64.6,
217,정선군,2024-04-17,14.3,,5,59.5,
217,정선군,2024-04-18,15.4,,3.8,54.1,
217,정선군,2024-04-19,16.7,,4.7,51.5,
217,정선군,2024-04-20,12.2,,8.4,78.6,
217,정선군,2024-04-21,13.1,,8.7,75,
217,정선군,2024-04-22,13.8,,5.4,58.6,
217,정선군,2024-04-23,12.4,,4.9,62,
217,정선군,2024-04-24,10.9,,7.6,81,
217,정선군,2024-04-25,15.7,,7.8,62.8,
217,정선군,2024-04-26,16.8,,6,57.1,
217,정선군,2024-04-27,18.1,,5.6,53,
217,정선군,2024-04-28,17.7,,5.8,52.6,
217,정선군,2024-04-29,12.3,,6.4,67.9,
217,정선군,2024-04-30,13.7,,7,65.5,
217,정선군,2024-05-01,12.7,,1.6,49.9,
217,정선군,2024-05-02,14,,3.1,54.8,
217,정선군,2024-05-03,17.5,,4.5,51.4,
217,정선군,2024-05-04,18.9,,5.2,49.5,
217,정선군,2024-05-05,15.3,,12,81,
217,정선군,2024-05-06,14.5,,11.6,82.8,
217,정선군,2024-05-07,11.2,,6.7,74.8,
217,정선군,2024-05-08,11.6,,2.2,56.3,
217,정선군,2024-05-09,13.5,,3.6,57.5,
217,정선군,2024-05-10,17.3,,5,49.6,
217,정선군,2024-05-11,18.9,,8.9,54.9,
217,정선군,2024-05-12,15.8,,7.3,61.5,
217,정선군,2024-05-13,15.4,,4.9,57.4,
217,정선군,2024-05-14,16.9,,6.1,56,
217,정선군,2024-05-15,12.5,,6.3,70,
217,정선군,2024-05-16,10.5,,3.4,66.6,
217,정선군,2024-05-17,14.7,,7.5,66,
217,정선군,2024-05-18,18.2,,9.1,61.5,
217,정선군,2024-05-19,20.3,,10.6,59.6,
217,정선군,2024-05-20,17.4,,11.5,71,
217,정선군,2024-05-21,18.5,,9.2,57.9,
217,정선군,2024-05-22,19.8,,10.4,59.6,
217,정선군,2024-05-23,21.9,,10.6,54.9,
217,정선군,2024-05-24,16.8,,9.9,64.6,
217,정선군,2024-05-25,17.5,,8.2,57.1,
217,정선군,2024-05-26,19,,11.5,66.1,
217,정선군,2024-05-27,17.8,,8.3,55.5,
